ANNEE,ID_REGION,REGION,ID_DEPT,DEPT,ID_DECHET,DECHET,ID_TRAITEMENT,TRAITEMENT,TONNES_TRAITEES,TONNES_COLLECTEES,POPULATION_DEPT,RATIO_COLLECTE,RATIO_TRAITEMENT
2011,53,Bretagne,35,Ille-et-Vilaine,01E,Biodéchets,01E,Valorisation organique,11063.0,,,,
2011,53,Bretagne,35,Ille-et-Vilaine,01F,Verre,01A,Valorisation matière,38957.53511,38957.53511,996439.0,39.096758,39.096758667615376
2011,53,Bretagne,56,Morbihan,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,38506.7617,170938.7173,727083.0,235.102068,52.96061343753052
2011,53,Bretagne,56,Morbihan,01A,Ordures ménagères résiduelles,01C,Incinération sans récupération d'énergie,26599.18,170938.7173,727083.0,235.102068,36.58341619870083
2011,53,Bretagne,56,Morbihan,01A,Ordures ménagères résiduelles,01D,Stockage,33224.0656,170938.7173,727083.0,235.102068,45.69501088596488
2011,53,Bretagne,56,Morbihan,01A,Ordures ménagères résiduelles,01E,Valorisation organique,72608.71001,170938.7173,727083.0,235.102068,99.86302803118762
2011,53,Bretagne,56,Morbihan,01D,Emballages et papier,01A,Valorisation matière,40364.56398,40364.56397,727083.0,55.515758,55.51575814590631
2011,53,Bretagne,56,Morbihan,01E,Biodéchets,01E,Valorisation organique,10063.69592,7588.0,727083.0,10.436222,13.841192711148521
2011,53,Bretagne,56,Morbihan,01F,Verre,01A,Valorisation matière,36740.3915,36740.3915,727083.0,50.53122,50.53122064468568
2011,24,Centre-Val de Loire,18,Cher,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,5811.0,71088.77232,311694.0,228.072315,18.643284760053128
2011,24,Centre-Val de Loire,18,Cher,01A,Ordures ménagères résiduelles,01D,Stockage,33665.13653,71088.77232,311694.0,228.072315,108.00700857251023
2011,24,Centre-Val de Loire,18,Cher,01A,Ordures ménagères résiduelles,01E,Valorisation organique,31503.0,71088.77232,311694.0,228.072315,101.07028046738147
2011,24,Centre-Val de Loire,18,Cher,01A,Ordures ménagères résiduelles,01Z,Non précisé,109.63579,71088.77232,311694.0,228.072315,0.35174174029657296
2011,24,Centre-Val de Loire,18,Cher,01D,Emballages et papier,01A,Valorisation matière,14526.89328,15082.95504,311694.0,48.390264,46.606265375656896
2011,24,Centre-Val de Loire,18,Cher,01D,Emballages et papier,01D,Stockage,2.16597,15082.95504,311694.0,48.390264,0.0069490269302585235
2011,24,Centre-Val de Loire,18,Cher,01D,Emballages et papier,01Z,Non précisé,553.89579,15082.95504,311694.0,48.390264,1.7770498950894147
2011,24,Centre-Val de Loire,18,Cher,01E,Biodéchets,01D,Stockage,1.439,,,,
2011,24,Centre-Val de Loire,18,Cher,01E,Biodéchets,01E,Valorisation organique,6190.66433,,,,
2011,24,Centre-Val de Loire,18,Cher,01E,Biodéchets,01Z,Non précisé,1457.46,,,,
2011,24,Centre-Val de Loire,18,Cher,01F,Verre,01A,Valorisation matière,11905.41796,11926.4737,311694.0,38.263404,38.19585221403043
2011,24,Centre-Val de Loire,18,Cher,01F,Verre,01Z,Non précisé,21.05574,11926.4737,311694.0,38.263404,0.06755259966505611
2011,24,Centre-Val de Loire,28,Eure-et-Loir,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,118048.9778,118872.7938,430416.0,276.181168,274.2671689714137
2011,24,Centre-Val de Loire,28,Eure-et-Loir,01A,Ordures ménagères résiduelles,01D,Stockage,716.27,118872.7938,430416.0,276.181168,1.6641342329281439
2011,24,Centre-Val de Loire,28,Eure-et-Loir,01A,Ordures ménagères résiduelles,01Z,Non précisé,107.54609,118872.7938,430416.0,276.181168,0.2498654557451396
2011,24,Centre-Val de Loire,28,Eure-et-Loir,01D,Emballages et papier,01A,Valorisation matière,19564.63874,19574.02848,430416.0,45.477,45.455184612096204
2011,24,Centre-Val de Loire,28,Eure-et-Loir,01D,Emballages et papier,01Z,Non précisé,9.38974,19574.02848,430416.0,45.477,0.021815499423813244
2011,24,Centre-Val de Loire,28,Eure-et-Loir,01E,Biodéchets,01E,Valorisation organique,11149.06167,,,,
2011,24,Centre-Val de Loire,28,Eure-et-Loir,01E,Biodéchets,01Z,Non précisé,13.26228,,,,
2011,24,Centre-Val de Loire,28,Eure-et-Loir,01F,Verre,01A,Valorisation matière,12879.86731,12894.70146,430416.0,29.958694,29.924229838110104
2011,24,Centre-Val de Loire,28,Eure-et-Loir,01F,Verre,01Z,Non précisé,14.83415,12894.70146,430416.0,29.958694,0.034464680681015575
2011,24,Centre-Val de Loire,36,Indre,01A,Ordures ménagères résiduelles,01A,Valorisation matière,14221.28,62044.0839,230175.0,269.551792,61.784642120125994
2011,24,Centre-Val de Loire,36,Indre,01A,Ordures ménagères résiduelles,01D,Stockage,29915.16543,62044.0839,230175.0,269.551792,129.96704868035192
2011,24,Centre-Val de Loire,36,Indre,01A,Ordures ménagères résiduelles,01E,Valorisation organique,17775.96,62044.0839,230175.0,269.551792,77.22802215705441
2011,24,Centre-Val de Loire,36,Indre,01A,Ordures ménagères résiduelles,01Z,Non précisé,131.67846,62044.0839,230175.0,269.551792,0.5720797653958944
2011,24,Centre-Val de Loire,36,Indre,01D,Emballages et papier,01A,Valorisation matière,6460.48995,8734.12095,230175.0,37.945567,28.067730856956665
2011,24,Centre-Val de Loire,36,Indre,01D,Emballages et papier,01D,Stockage,18.267,8734.12095,230175.0,37.945567,0.07936135549038775
2011,24,Centre-Val de Loire,36,Indre,01D,Emballages et papier,01Z,Non précisé,2255.36399,8734.12095,230175.0,37.945567,9.798475029868577
2011,24,Centre-Val de Loire,36,Indre,01E,Biodéchets,01E,Valorisation organique,3.0,,,,
2011,24,Centre-Val de Loire,36,Indre,01F,Verre,01A,Valorisation matière,9474.551,9501.52624,230175.0,41.279575,41.162380797219505
2011,24,Centre-Val de Loire,36,Indre,01F,Verre,01Z,Non précisé,26.97524,9501.52624,230175.0,41.279575,0.11719448245899859
2011,24,Centre-Val de Loire,37,Indre-et-Loire,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,29504.08,137783.3309,593683.0,232.082324,49.69668998438561
2011,24,Centre-Val de Loire,37,Indre-et-Loire,01A,Ordures ménagères résiduelles,01D,Stockage,103802.9,137783.3309,593683.0,232.082324,174.84566679524258
2011,24,Centre-Val de Loire,37,Indre-et-Loire,01A,Ordures ménagères résiduelles,01E,Valorisation organique,4476.35089,137783.3309,593683.0,232.082324,7.539968114296687
2011,24,Centre-Val de Loire,37,Indre-et-Loire,01D,Emballages et papier,01A,Valorisation matière,34014.57952,34014.57952,593683.0,57.294178,57.294178071462376
2011,24,Centre-Val de Loire,37,Indre-et-Loire,01E,Biodéchets,01E,Valorisation organique,16417.3,,,,
2011,24,Centre-Val de Loire,37,Indre-et-Loire,01F,Verre,01A,Valorisation matière,20922.01977,21773.32676,593683.0,36.675004,35.24106260411701
2011,24,Centre-Val de Loire,37,Indre-et-Loire,01F,Verre,01Z,Non précisé,851.30699,21773.32676,593683.0,36.675004,1.4339420027186225
2011,24,Centre-Val de Loire,41,Loir-et-Cher,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,67909.11203,80535.92788,331280.0,243.105312,204.9900749517025
2011,24,Centre-Val de Loire,41,Loir-et-Cher,01A,Ordures ménagères résiduelles,01D,Stockage,12008.31256,80535.92788,331280.0,243.105312,36.24822675682202
2011,24,Centre-Val de Loire,41,Loir-et-Cher,01A,Ordures ménagères résiduelles,01Z,Non précisé,618.50329,80535.92788,331280.0,243.105312,1.8670106556387347
2011,24,Centre-Val de Loire,41,Loir-et-Cher,01D,Emballages et papier,01A,Valorisation matière,14171.00305,14232.36512,331280.0,42.961739,42.77651246679546
2011,24,Centre-Val de Loire,41,Loir-et-Cher,01D,Emballages et papier,01Z,Non précisé,61.36207,14232.36512,331280.0,42.961739,0.18522720961120503
2011,24,Centre-Val de Loire,41,Loir-et-Cher,01F,Verre,01A,Valorisation matière,11842.05042,12276.03032,331280.0,37.056358,35.74634876841343
2011,24,Centre-Val de Loire,41,Loir-et-Cher,01F,Verre,01Z,Non précisé,433.97991,12276.03032,331280.0,37.056358,1.3100093878290269
2011,24,Centre-Val de Loire,45,Loiret,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,138104.6264,164281.2764,659587.0,249.06688,209.380455345542
2011,24,Centre-Val de Loire,45,Loiret,01A,Ordures ménagères résiduelles,01C,Incinération sans récupération d'énergie,26176.65,164281.2764,659587.0,249.06688,39.686424990183255
2011,24,Centre-Val de Loire,45,Loiret,01D,Emballages et papier,01A,Valorisation matière,29137.03354,29137.03354,659587.0,44.174663,44.17466314527121
2011,24,Centre-Val de Loire,45,Loiret,01F,Verre,01A,Valorisation matière,18184.49946,18184.49946,659587.0,27.569523,27.569523747435895
2011,94,Corse,2A,Corse-du-Sud,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,2660.0,69796.43393,145846.0,478.562551,18.238415863307875
2011,94,Corse,2A,Corse-du-Sud,01A,Ordures ménagères résiduelles,01D,Stockage,44332.71519,69796.43393,145846.0,478.562551,303.9693593927842
2011,94,Corse,2A,Corse-du-Sud,01A,Ordures ménagères résiduelles,01Z,Non précisé,22803.71874,69796.43393,145846.0,478.562551,156.35477654512295
2011,94,Corse,2A,Corse-du-Sud,01D,Emballages et papier,01A,Valorisation matière,1135.81,1618.30055,145846.0,11.095954,7.787735008159291
2011,94,Corse,2A,Corse-du-Sud,01D,Emballages et papier,01Z,Non précisé,482.49055,1618.30055,145846.0,11.095954,3.308219286096293
2011,94,Corse,2A,Corse-du-Sud,01F,Verre,01A,Valorisation matière,1735.46,3016.30216,145846.0,20.681418,11.89926360681815
2011,94,Corse,2A,Corse-du-Sud,01F,Verre,01D,Stockage,16.38,3016.30216,145846.0,20.681418,0.11231024505300109
2011,94,Corse,2A,Corse-du-Sud,01F,Verre,01Z,Non précisé,1264.46216,3016.30216,145846.0,20.681418,8.669844630637797
2011,94,Corse,2B,Haute-Corse,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,99.93,84837.92099,168640.0,503.071163,0.5925640417457306
2011,94,Corse,2B,Haute-Corse,01A,Ordures ménagères résiduelles,01D,Stockage,69862.04481,84837.92099,168640.0,503.071163,414.26734351280834
2011,94,Corse,2B,Haute-Corse,01A,Ordures ménagères résiduelles,01Z,Non précisé,14875.94618,84837.92099,168640.0,503.071163,88.21125581119544
2011,94,Corse,2B,Haute-Corse,01D,Emballages et papier,01A,Valorisation matière,4133.27,5136.62232,168640.0,30.459098,24.509428368121448
2011,94,Corse,2B,Haute-Corse,01D,Emballages et papier,01Z,Non précisé,1003.35232,5136.62232,168640.0,30.459098,5.949669829222011
2011,94,Corse,2B,Haute-Corse,01F,Verre,01A,Valorisation matière,2405.62,5582.76851,168640.0,33.104651,14.264824478178367
2011,94,Corse,2B,Haute-Corse,01F,Verre,01Z,Non précisé,3177.14851,5582.76851,168640.0,33.104651,18.839827502371914
2011,97,Dom-Com,971,Guadeloupe,01A,Ordures ménagères résiduelles,01D,Stockage,117498.03,167805.4522,404635.0,414.708199,290.3802933507976
2011,97,Dom-Com,971,Guadeloupe,01A,Ordures ménagères résiduelles,01Z,Non précisé,50307.42224,167805.4522,404635.0,414.708199,124.32790598934842
2011,97,Dom-Com,971,Guadeloupe,01D,Emballages et papier,01A,Valorisation matière,1089.42,2079.94192,404635.0,5.140291,2.6923523669479903
2011,97,Dom-Com,971,Guadeloupe,01D,Emballages et papier,01D,Stockage,9.6,2079.94192,404635.0,5.140291,0.023725085570946654
2011,97,Dom-Com,971,Guadeloupe,01D,Emballages et papier,01Z,Non précisé,980.92192,2079.94192,404635.0,5.140291,2.424214217751801
2011,97,Dom-Com,971,Guadeloupe,01E,Biodéchets,01D,Stockage,6720.5,,,,
2011,97,Dom-Com,971,Guadeloupe,01E,Biodéchets,01E,Valorisation organique,3011.2,,,,
2011,97,Dom-Com,971,Guadeloupe,01F,Verre,01A,Valorisation matière,653.51,2408.69637,404635.0,5.952763,1.6150604866113905
2011,97,Dom-Com,971,Guadeloupe,01F,Verre,01D,Stockage,300.0,2408.69637,404635.0,5.952763,0.7414089240920829
2011,97,Dom-Com,971,Guadeloupe,01F,Verre,01Z,Non précisé,1455.18637,2408.69637,404635.0,5.952763,3.596293869783879
2011,97,Dom-Com,972,Martinique,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,88481.0,134911.36,392291.0,343.906334,225.549400827447
2011,97,Dom-Com,972,Martinique,01A,Ordures ménagères résiduelles,01D,Stockage,46430.36,134911.36,392291.0,343.906334,118.35693401072163
2011,97,Dom-Com,972,Martinique,01D,Emballages et papier,01A,Valorisation matière,2543.06,2657.24,392291.0,6.773645,6.482585631584716
2011,97,Dom-Com,972,Martinique,01D,Emballages et papier,01E,Valorisation organique,114.18,2657.24,392291.0,6.773645,0.2910594431174817
2011,97,Dom-Com,972,Martinique,01E,Biodéchets,01E,Valorisation organique,10711.61,1987.06,392291.0,5.06527,27.305265733855734
2011,97,Dom-Com,972,Martinique,01F,Verre,01A,Valorisation matière,1645.66,1645.66,392291.0,4.194998,4.194998100899587
2011,97,Dom-Com,973,Guyane,01A,Ordures ménagères résiduelles,01D,Stockage,92200.81,92260.23275,237549.0,388.384008,388.1338586986264
2011,97,Dom-Com,973,Guyane,01A,Ordures ménagères résiduelles,01Z,Non précisé,59.42275,92260.23275,237549.0,388.384008,0.2501494428517906
2011,97,Dom-Com,973,Guyane,01D,Emballages et papier,01D,Stockage,261.78,261.78,237549.0,1.102004,1.1020042180771124
2011,97,Dom-Com,973,Guyane,01D,Emballages et papier,01Z,Non précisé,0.0,261.78,237549.0,1.102004,0.0
2011,97,Dom-Com,973,Guyane,01E,Biodéchets,01D,Stockage,10.0,,,,
2011,97,Dom-Com,973,Guyane,01E,Biodéchets,01E,Valorisation organique,5921.32,,,,
2011,97,Dom-Com,973,Guyane,01F,Verre,01A,Valorisation matière,660.0,976.21599,237549.0,4.109535,2.7783741459656746
2011,97,Dom-Com,973,Guyane,01F,Verre,01Z,Non précisé,316.21599,976.21599,237549.0,4.109535,1.331161107813546
2011,97,Dom-Com,974,Réunion,01A,Ordures ménagères résiduelles,01D,Stockage,259315.26,260899.3958,828581.0,314.874943,312.9630778403077
2011,97,Dom-Com,974,Réunion,01A,Ordures ménagères résiduelles,01Z,Non précisé,1584.13584,260899.3958,828581.0,314.874943,1.9118659974100298
2011,97,Dom-Com,974,Réunion,01D,Emballages et papier,01A,Valorisation matière,30097.56,30227.45299,828581.0,36.480987,36.32422177192091
2011,97,Dom-Com,974,Réunion,01D,Emballages et papier,01Z,Non précisé,129.89299,30227.45299,828581.0,36.480987,0.15676559081127855
2011,97,Dom-Com,974,Réunion,01E,Biodéchets,01A,Valorisation matière,19452.0,,,,
2011,97,Dom-Com,974,Réunion,01E,Biodéchets,01E,Valorisation organique,106211.81,,,,
2011,97,Dom-Com,974,Réunion,01F,Verre,01A,Valorisation matière,8529.81,8581.91792,828581.0,10.357367,10.294479356876394
2011,97,Dom-Com,974,Réunion,01F,Verre,01Z,Non précisé,52.10792,8581.91792,828581.0,10.357367,0.06288814249904354
2011,97,Dom-Com,978,Saint-Martin,01A,Ordures ménagères résiduelles,01D,Stockage,15577.0,,,,
2011,97,Dom-Com,978,Saint-Martin,01D,Emballages et papier,01A,Valorisation matière,84.0,,,,
2011,97,Dom-Com,978,Saint-Martin,01E,Biodéchets,01E,Valorisation organique,1688.0,,,,
2011,97,Dom-Com,978,Saint-Martin,01F,Verre,01A,Valorisation matière,249.0,,,,
2011,97,Dom-Com,987,Polynésie-française,01A,Ordures ménagères résiduelles,01D,Stockage,29687.98,,,,
2011,97,Dom-Com,987,Polynésie-française,01A,Ordures ménagères résiduelles,01Z,Non précisé,49901.74445,,,,
2011,97,Dom-Com,987,Polynésie-française,01D,Emballages et papier,01A,Valorisation matière,2899.22,,,,
2011,97,Dom-Com,987,Polynésie-française,01D,Emballages et papier,01Z,Non précisé,4126.64846,,,,
2011,97,Dom-Com,987,Polynésie-française,01E,Biodéchets,01A,Valorisation matière,3082.0,,,,
2011,97,Dom-Com,987,Polynésie-française,01E,Biodéchets,01E,Valorisation organique,9713.0,,,,
2011,97,Dom-Com,987,Polynésie-française,01F,Verre,01A,Valorisation matière,876.2,,,,
2011,97,Dom-Com,987,Polynésie-française,01F,Verre,01D,Stockage,7.2,,,,
2011,97,Dom-Com,987,Polynésie-française,01F,Verre,01Z,Non précisé,1521.8056,,,,
2011,44,Grand Est,8,Ardennes,01A,Ordures ménagères résiduelles,01D,Stockage,71717.499,77925.78956,283110.0,275.249159,253.32026067606228
2011,44,Grand Est,8,Ardennes,01A,Ordures ménagères résiduelles,01Z,Non précisé,6208.29056,77925.78956,283110.0,275.249159,21.92889887322949
2011,44,Grand Est,8,Ardennes,01D,Emballages et papier,01A,Valorisation matière,14475.05,15223.76534,283110.0,53.773322,51.1287132210095
2011,44,Grand Est,8,Ardennes,01D,Emballages et papier,01Z,Non précisé,748.71534,15223.76534,283110.0,53.773322,2.644609303804175
2011,44,Grand Est,8,Ardennes,01E,Biodéchets,01E,Valorisation organique,5213.22,,,,
2011,44,Grand Est,8,Ardennes,01F,Verre,01A,Valorisation matière,8800.449,9886.35332,283110.0,34.920537,31.08491045883226
2011,44,Grand Est,8,Ardennes,01F,Verre,01Z,Non précisé,1085.90432,9886.35332,283110.0,34.920537,3.8356268588181277
2011,44,Grand Est,10,Aube,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,375.0,86635.2234,303997.0,284.987099,1.2335648049158379
2011,44,Grand Est,10,Aube,01A,Ordures ménagères résiduelles,01D,Stockage,79845.71732,86635.2234,303997.0,284.987099,262.65297789122917
2011,44,Grand Est,10,Aube,01A,Ordures ménagères résiduelles,01Z,Non précisé,6414.50607,86635.2234,303997.0,284.987099,21.100557143656022
2011,44,Grand Est,10,Aube,01D,Emballages et papier,01A,Valorisation matière,13188.05728,13730.41657,303997.0,45.166289,43.382195482192266
2011,44,Grand Est,10,Aube,01D,Emballages et papier,01E,Valorisation organique,231.89,13730.41657,303997.0,45.166289,0.7628035802984897
2011,44,Grand Est,10,Aube,01D,Emballages et papier,01Z,Non précisé,310.4693,13730.41657,303997.0,45.166289,1.021290670631618
2011,44,Grand Est,10,Aube,01E,Biodéchets,01E,Valorisation organique,7195.786,,,,
2011,44,Grand Est,10,Aube,01F,Verre,01A,Valorisation matière,11895.60745,13122.13101,303997.0,43.16533,39.130673822439036
2011,44,Grand Est,10,Aube,01F,Verre,01Z,Non précisé,1226.52356,13122.13101,303997.0,43.16533,4.0346567893762115
2011,44,Grand Est,51,Marne,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,114520.9802,145632.0328,566571.0,257.041099,202.1299717069882
2011,44,Grand Est,51,Marne,01A,Ordures ménagères résiduelles,01D,Stockage,29680.0,145632.0328,566571.0,257.041099,52.3853144619121
2011,44,Grand Est,51,Marne,01A,Ordures ménagères résiduelles,01Z,Non précisé,1431.0526,145632.0328,566571.0,257.041099,2.525813357902187
2011,44,Grand Est,51,Marne,01D,Emballages et papier,01A,Valorisation matière,29511.11945,29777.46507,566571.0,52.55734,52.08723963986861
2011,44,Grand Est,51,Marne,01D,Emballages et papier,01Z,Non précisé,266.34563,29777.46507,566571.0,52.55734,0.47010106412082514
2011,44,Grand Est,51,Marne,01E,Biodéchets,01B,Incinération avec récupération d'énergie,48.65,,,,
2011,44,Grand Est,51,Marne,01E,Biodéchets,01E,Valorisation organique,7151.16077,,,,
2011,44,Grand Est,51,Marne,01F,Verre,01A,Valorisation matière,22332.70314,22420.35346,566571.0,39.57201,39.41730716891617
2011,44,Grand Est,51,Marne,01F,Verre,01Z,Non précisé,87.65031,22420.35346,566571.0,39.57201,0.15470313517635037
2011,44,Grand Est,52,Haute-Marne,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,47971.17976,48031.654,182375.0,263.367533,263.03594111034954
2011,44,Grand Est,52,Haute-Marne,01A,Ordures ménagères résiduelles,01D,Stockage,60.47423,48031.654,182375.0,263.367533,0.331592762165867
2011,44,Grand Est,52,Haute-Marne,01D,Emballages et papier,01A,Valorisation matière,8712.88566,8712.96004,182375.0,47.774969,47.77456153529815
2011,44,Grand Est,52,Haute-Marne,01D,Emballages et papier,01B,Incinération avec récupération d'énergie,0.07438,8712.96004,182375.0,47.774969,0.0004078409869773818
2011,44,Grand Est,52,Haute-Marne,01F,Verre,01A,Valorisation matière,5259.14584,5259.14584,182375.0,28.836988,28.83698884167238
2011,44,Grand Est,54,Meurthe-et-Moselle,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,103494.1966,203616.5256,733124.0,277.73818,141.16874716964662
2011,44,Grand Est,54,Meurthe-et-Moselle,01A,Ordures ménagères résiduelles,01D,Stockage,71254.84224,203616.5256,733124.0,277.73818,97.19343827237957
2011,44,Grand Est,54,Meurthe-et-Moselle,01A,Ordures ménagères résiduelles,01E,Valorisation organique,28797.27007,203616.5256,733124.0,277.73818,39.28021735750023
2011,44,Grand Est,54,Meurthe-et-Moselle,01A,Ordures ménagères résiduelles,01Z,Non précisé,70.21671,203616.5256,733124.0,277.73818,0.09577739918485823
2011,44,Grand Est,54,Meurthe-et-Moselle,01D,Emballages et papier,01A,Valorisation matière,29652.72441,34809.16933,733124.0,47.480602,40.44707908893994
2011,44,Grand Est,54,Meurthe-et-Moselle,01D,Emballages et papier,01B,Incinération avec récupération d'énergie,1357.95308,34809.16933,733124.0,47.480602,1.852282942585429
2011,44,Grand Est,54,Meurthe-et-Moselle,01D,Emballages et papier,01D,Stockage,1951.1902,34809.16933,733124.0,47.480602,2.661473638838723
2011,44,Grand Est,54,Meurthe-et-Moselle,01D,Emballages et papier,01E,Valorisation organique,1491.99892,34809.16933,733124.0,47.480602,2.0351249174764434
2011,44,Grand Est,54,Meurthe-et-Moselle,01D,Emballages et papier,01Z,Non précisé,355.3027,34809.16933,733124.0,47.480602,0.48464202508716125
2011,44,Grand Est,54,Meurthe-et-Moselle,01E,Biodéchets,01E,Valorisation organique,15466.42275,,,,
2011,44,Grand Est,54,Meurthe-et-Moselle,01F,Verre,01A,Valorisation matière,20392.72021,20688.22687,733124.0,28.219273,27.8161950911442
2011,44,Grand Est,54,Meurthe-et-Moselle,01F,Verre,01Z,Non précisé,295.50666,20688.22687,733124.0,28.219273,0.40307868791636886
2011,44,Grand Est,55,Meuse,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,13376.0,48945.93972,193557.0,252.876102,69.10625810484767
2011,44,Grand Est,55,Meuse,01A,Ordures ménagères résiduelles,01D,Stockage,34797.0,48945.93972,193557.0,252.876102,179.77649994575242
2011,44,Grand Est,55,Meuse,01A,Ordures ménagères résiduelles,01E,Valorisation organique,520.47051,48945.93972,193557.0,252.876102,2.6889779754800913
2011,44,Grand Est,55,Meuse,01A,Ordures ménagères résiduelles,01Z,Non précisé,252.46921,48945.93972,193557.0,252.876102,1.3043662073704387
2011,44,Grand Est,55,Meuse,01D,Emballages et papier,01A,Valorisation matière,7067.39361,8496.08858,193557.0,43.894504,36.51324214572452
2011,44,Grand Est,55,Meuse,01D,Emballages et papier,01B,Incinération avec récupération d'énergie,3.94,8496.08858,193557.0,43.894504,0.020355760835309496
2011,44,Grand Est,55,Meuse,01D,Emballages et papier,01E,Valorisation organique,36.58108,8496.08858,193557.0,43.894504,0.18899383644094506
2011,44,Grand Est,55,Meuse,01D,Emballages et papier,01Z,Non précisé,1388.1739,8496.08858,193557.0,43.894504,7.1719126665530055
2011,44,Grand Est,55,Meuse,01F,Verre,01A,Valorisation matière,6210.24609,6510.70157,193557.0,33.637127,32.08484368945582
2011,44,Grand Est,55,Meuse,01F,Verre,01Z,Non précisé,300.45548,6510.70157,193557.0,33.637127,1.552284236684801
2011,44,Grand Est,57,Moselle,01A,Ordures ménagères résiduelles,01A,Valorisation matière,16.0,293176.2209,1045146.0,280.512216,0.01530886593834737
2011,44,Grand Est,57,Moselle,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,107925.4078,293176.2209,1045146.0,280.512216,103.26347495947935
2011,44,Grand Est,57,Moselle,01A,Ordures ménagères résiduelles,01D,Stockage,168639.7182,293176.2209,1045146.0,280.512216,161.35517736277993
2011,44,Grand Est,57,Moselle,01A,Ordures ménagères résiduelles,01E,Valorisation organique,4446.15942,293176.2209,1045146.0,280.512216,4.254103656331268
2011,44,Grand Est,57,Moselle,01A,Ordures ménagères résiduelles,01Z,Non précisé,12148.93537,293176.2209,1045146.0,280.512216,11.624151429561037
2011,44,Grand Est,57,Moselle,01D,Emballages et papier,01A,Valorisation matière,54976.83839,59794.30166,1045146.0,57.211434,52.602065539168684
2011,44,Grand Est,57,Moselle,01D,Emballages et papier,01B,Incinération avec récupération d'énergie,572.83,59794.30166,1045146.0,57.211434,0.5480861047164702
2011,44,Grand Est,57,Moselle,01D,Emballages et papier,01D,Stockage,1433.70531,59794.30166,1045146.0,57.211434,1.3717751491179224
2011,44,Grand Est,57,Moselle,01D,Emballages et papier,01Z,Non précisé,2810.92797,59794.30166,1045146.0,57.211434,2.6895074659425573
2011,44,Grand Est,57,Moselle,01E,Biodéchets,01E,Valorisation organique,12923.99605,874.81013,1045146.0,0.837021,12.36573268232381
2011,44,Grand Est,57,Moselle,01F,Verre,01A,Valorisation matière,30036.70172,31643.69525,1045146.0,30.276818,28.73923999135049
2011,44,Grand Est,57,Moselle,01F,Verre,01Z,Non précisé,1606.99353,31643.69525,1045146.0,30.276818,1.5375780321601
2011,44,Grand Est,67,Bas-Rhin,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,231817.0422,276653.9866,1099269.0,251.67087,210.8829069135944
2011,44,Grand Est,67,Bas-Rhin,01A,Ordures ménagères résiduelles,01D,Stockage,23232.83592,276653.9866,1099269.0,251.67087,21.134804965845486
2011,44,Grand Est,67,Bas-Rhin,01A,Ordures ménagères résiduelles,01E,Valorisation organique,21604.10855,276653.9866,1099269.0,251.67087,19.653159099365123
2011,44,Grand Est,67,Bas-Rhin,01D,Emballages et papier,01A,Valorisation matière,57204.94588,57215.26657,1099269.0,52.048467,52.03907858767963
2011,44,Grand Est,67,Bas-Rhin,01D,Emballages et papier,01D,Stockage,10.32069,57215.26657,1099269.0,52.048467,0.009388684662261922
2011,44,Grand Est,67,Bas-Rhin,01E,Biodéchets,01A,Valorisation matière,559.0,4.51987,1099269.0,0.004111,0.508519752672003
2011,44,Grand Est,67,Bas-Rhin,01E,Biodéchets,01E,Valorisation organique,708.87395,4.51987,1099269.0,0.004111,0.6448594020207975
2011,44,Grand Est,67,Bas-Rhin,01F,Verre,01A,Valorisation matière,32104.12582,32104.12583,1099269.0,29.204976,29.204976961962906
2011,44,Grand Est,68,Haut-Rhin,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,171175.7398,176887.9271,753056.0,234.893456,227.30811493434751
2011,44,Grand Est,68,Haut-Rhin,01A,Ordures ménagères résiduelles,01D,Stockage,20.29584,176887.9271,753056.0,234.893456,0.026951302426379976
2011,44,Grand Est,68,Haut-Rhin,01A,Ordures ménagères résiduelles,01E,Valorisation organique,5691.89145,176887.9271,753056.0,234.893456,7.558390677452938
2011,44,Grand Est,68,Haut-Rhin,01D,Emballages et papier,01A,Valorisation matière,35812.41003,38278.19861,753056.0,50.83048,47.55610476511707
2011,44,Grand Est,68,Haut-Rhin,01D,Emballages et papier,01Z,Non précisé,2465.78858,38278.19861,753056.0,50.83048,3.274376115454893
